is_duplicate,spanish_sentence1,spanish_sentence2
0,com encuentr clubs de malabar,com encuentr product o vendedor anterior
1,com aplic comentari,com pued dej un comentari
0,me acab de envi un corre electron sobr una disput dic que envi un corre electron al vendedor o que vay a una disput comercial no teng ningun corre electron par el vendedor y no pud encontr una disput comercial en ningun lug de su siti web,abri una disput y el vendedor acept
1,he recib per el tamañ es pequeñ necesit un tamañ mas grand,necesit cambi mi product porqu el tamañ es pequeñ
0,hol me gust sab que teng 3 cupon per no se cuant val en franc graci,que es codig autent 3d
0,com edit en disput,com edit mi perfil de miembr
0,no pued hac una disput,com pued hac un pag por el product congel
0,no pued ver la opcion de union occidental en la pagin de pag de mac,com lleg a la pagin de pag
0,com usar el servici de garant,com usar el cupon de registr
0,pag un extra par envi el q s rap result que ahor soy envi desd chin,ahor estoy en
1,eres una person real,hay una person real
0,añad nuev direccion de envi,cuant direccion de envi pued agreg
0,com cancel la disput,com cancel el pag
0,cuand abro una disput dic order empty,intent abrir una disput par un ped que no pued envi
1,no recib mi ped,no recib mi ped
0,mi product no vin se acab el tiemp,pued hac que el product lleg mas rap
1,no pued compr mi orden,hag clic en compr ahor per no pued proces el ped
0,razon par la cancel,por que mi ped esta cerr por razon de segur nuev
1,teng un problem con el vendedor y quier pon en contact con ellos,teng un problem con el vendedor y quier pon en contact con ellos
0,ya envi la prueb a tus coleg,no teng su numer de cuent par envi mi pag a traves de western union
0,teng much problem con tus comprador,teng problem par pag con la tarjet de debit vis
0,no estoy satisfech con los result de mi disput,com estrech mis result de busqued
0,quier comprob si realment fueron ped si necesit cancel uno de ellos,realment no entiend ingles es posibl que rus
0,que dia pued habl con un human,que dia tan calur
1,quier envi la orden en chin,quier que mi ped se publiqu en una direccion de chin
0,pued pag cuand recib bien,pued pag los bien con el moneder webmoney
0,no pued abrir la orden de seguimient,quier rastr mi orden
0,quier envi mi ped tod,quier cancel tod mis ped
0,qui es tu novi,quien es el vendedor
1,hol algun me pued ayud,algui pued ayud
0,lo que es confirm los bien recib,no han recib bien
0,todav no he recib mi ped y dur demasi,pag mi ped per el pag aun no esta confirm
0,teng un codig par 435 fuer de mi orden puest que no me permit pon el codig en,por que no pued pon mi direccion
0,que es punt de recompens,no teng mis punt
0,pag al vendedor y mi orden nunc lleg,nunc recib mi reembols
1,ped bolsit de te en noviembr,he orden un articul
0,por que el period de entreg extend,se pued extend mi proteccion de compr
0,quier compr un product per quier usar mi cuent de dhl en lug de pag la tarif de envi com pued hac esto,com pued hac un pag con mi tarjet en lug de un pag
1,hol he orden un articul y el mont fue carg dos vec,por que me cobr dos vec por un articul que compr
0,pued envi con 1 dias de envi,envi a mi pais
0,cancel el ped per el vendedor me lo envi por que,el vendedor se detuv par respond despues de devolv la mercanc
0,me he registr con una direccion de corre electron incorrect,me he registr en el siti
0,som nosotr,no ten codig de are
0,no pued abrir la orden de seguimient,pued rastr mi ped
0,mi seguimient no esta funcion,mi direccion no funcion
1,hol necesit ayud,necesit algo de ayud
1,elimin el historial de ped,com elimin el historial de ped
0,hol al contact ahor hab un icon de chat ahor en el lad izquierd de la pagin ahor ya no esta,voy a intent eso ahor
0,trat de pag un ped hoy per vuelv dic que la fech de caduc es incorrect mi fech de caduc esta bien 0220 esto suced hac aproxim un mes per fue correg per esta suced de nuev,pod ir a una cit
1,no pued compr mi orden,por que no pued compr mis product
1,pued ayud con eso,pued ayud
1,necesit verific mi orden,pued verific mi orden
1,sobr mi orden,me pregunt sobr mi orden
0,com verific mi list de dese,com revis el envi de mi ped
0,com avanz en la busqued,com busc un proveedor
1,ped un telefon esta rot,el product esta rot
0,com configur la direccion de envi,com configur com estad en line
0,present la apel y se disput con exit,tien ped que no se coloc con exit
0,asunt enlac boton aleatori del product hol teng una pregunt sobr el siti sab realment me encant naveg busc cos divert par compr y me pregunt si los plan par pon un boton de product aleatori en la pagin par enviart a un siti,me he puest en contact con mi proveedor sobr un product per no ha respond a mi pregunt
0,pued respond,u no pued ser seri
1,buen noch graci,much graci
1,no pued ver mi orden,no vi mi ped dond esta
0,com veo el cupon,com obteng el cupon
0,estoy en mexic necesit un permis par recib mi ped,no recib mi cupon que pued hac
0,la cantid de la factur no es la mism que par las orden,hic dos ped del mism articul
0,lo que es confirm los bien recib,los bien que recib estan dañ
1,com inform al vendedor,el vendedor es un fraud com pued report
0,buen noch tuv un problem con mi tarjet de credit y se devolv el diner que estab en la autoriz recib mi pag,algui uso mi tarjet de credit sin autoriz
0,el boton de chat no funcion,por que el boton de pag no funcion
0,hay un numer de telefon al que pued llam,necesit un numer de telefon par orden
0,teng un atract de tarjet de credit,no teng una tarjet de credit
1,quier regres,quier devolv mi compr
0,dos de mis ped de diferent vendedor aqu dic que fueron entreg en los estad incorrect,com compr de diferent vendedor y se envi al mism tiemp
1,necesit aceler tres de mis ped uno de ellos ya ha sid envi y los otros dos estan pendient hay algun form de ayud,se pued aceler el envi de mercanc no en 30 dias
0,necesit un reembols,deb devolv el product par obten un reembols
0,que pas si cierr una disput,que pas despues de abrir una disput
1,com contact al vendedor,com me pong en contact con el vendedor
0,hol me pued ayud,por favor hagamel sab
0,pued dec cuand se entreg mis ped,pued dec tu direccion de corre electron
0,mi envi ha sid cancel,mi corre electron ha sid pirat
0,hol he envi document par prob el metod de pag per no me permit compr por favor abra la cuent,pued pag con otro metod de pag
0,quier compr algo product per muy dificil com pag diner,si compr algo teng que pag impuest
0,explicam com pued cancel la cancel no necesit devolv el diner ten el orden del sorte,por que no devuelv el diner
0,cariñ no quier compr es par hac un ped y el vendedor pued cambi el preci,pued hac un cambi en mi ped despues de hac clic en realiz ped
0,com verif el numer de ped,teng un numer de seguimient par mi ped
0,despues de la cantid de dias que recib mi product mi pais es pakistan obtuv mi numer de rastre 2 dias antes,he solicit una disput mi proteccion de compr termin en 5 dias
0,com usar el cupon de la tiend,com pued usar el codig de cupon o cupon
0,he recib product que no ped hic un ped de otra compañ que no parec estar conect a usted,parec que no pued orden
0,quer sab si usar otra tarjet de credit en la mism cuent tra problem par realiz pag,mism direccion de corre electron otra cuent
0,por error hic dos orden de las que necesit cancel el ultim,necesit cancel un ped per el vendedor aun no cancel
0,hic un ped no se envi el ped pag el ped y la tarif de envi sol se me reembols la tarif de mi ped y no se reembols los gast de envi por que,cancel una orden y no me han devuelt
0,recib sol una muestr en mi orden,pued ped sol un articul par mi uso personal
0,tien otro mod par pag sin tarjet,pued usar paypal par pag ya que no teng una tarjet de credit
0,que pued hac par pag al vendedor por los bien recib,recib un product incorrect que pued hac
0,com encontr un buen vendedor,encontr un vendedor de diamant par mi
0,com elimin la tarjet,com elimin la orden pag
0,com respond en disput escal,cuant tiemp deb esper hast recib una respuest sobr disput escalon
0,cuant tiemp esta lleg mi ped se termin tendr el reembols,he cancel mi ped cuant tiemp tendr efect la cancel
0,no he recib mi ped ni ningun conform de el inclus siend envi,por que se verif mi ped despues de que ya pag
0,hol teng este mensaj cuand trat de compr algo por razon de segur del sistem necesit verific su ident revis su corre electron dentr de las 24 hor par obten instruccion sobr la inform adicional que nos deb proporcion par complet la verif,necesit tu direccion de corre electron
0,no pued respond par reclam,quier el reembols del reclam
0,sub vide de evident,no pued sub archiv adjunt
0,recib un articul por el que me envi un reembols com pag ahor,quier devolv el articul par un reembols
0,el vendedor me pregunt mi numer de paypal y le dij que,pag mi ped y me pid que lo vuelv a pag que deb hac
0,por que mi conflict es inval,por que es un numer de seguimient no val
0,cambi mi numer de tarjet de credit,este es mi numer
0,no se pued inici sesion deb al problem de codig,problem con el chat codig de error 83 por favor ayud
0,explicam com pued cancel la cancel no necesit devolv el diner ten el orden del sorte,pued devolv las moned si cancel el preord
0,por favor cancel mi cuent ya que los detall son incorrect,por favor cancel mi ped
0,hol quier pregunt dond estan mis zapatill graci,quier preguntart sobr este vendedor
1,com pued vend un product en tu siti,pued vend en su siti web
0,dej un comentari,com dej un comentari anonim
1,com imprim las factur,com imprim una factur
0,mi preocup es conoc el progres de mi ped,com sab si mi ped se cancel o no
0,me he puest en contact con el vendedor,ya te contact la ultim vez
1,quier sab el estad de mi pag de reembols,quier sab sobr el reembols
0,eres idiot,estas ahi
1,me acab de envi un corre electron sobr una disput dic que envi un corre electron al vendedor o que vay a una disput comercial no teng ningun corre electron par el vendedor y no pud encontr una disput comercial en ningun lug de su siti web,dond encuentr inform sobr disput
0,asunt enlac boton aleatori del product hol teng una pregunt sobr el siti sab realment me encant naveg busc cos divert par compr y me pregunt si los plan par pon un boton de product aleatori en la pagin par enviart a un siti,quier sab mas sobr las especif del product
1,disput cerr a favor de la tiend,por que se cerr el cas de disput sin inform
0,no hem recib ningun inform sobr por que este envi ha sid cancel,por que se retir mi diner de mi banc per se cancel mi ped
0,ellos todav no han lleg,el paquet lleg sin ningun instruccion o manual
0,intent inici sesion par obten una cuent y la part del codig no funcion,no ten codig de are
1,hic un par de pregunt,soy nuev en esto y teng algun pregunt con las que prefier habl
0,quier sab si pued habl con el vendedor antes de compr un product,necesit mi product antes del sab
0,com usar la transferent bancari,cuant tiemp se recib el pag por transferent bancari
1,eva eres de verd com una person real o un robot,eres una person real
1,hol me gust unirm a su program de afili y me gust utiliz mi canal de youtub pued usar mi enlac de canal de youtub par el siti web,com unirs al program de afili
1,com pag a traves de western union,com pag con western union
0,el envi de mi product ha sid cancel no se pued contact al vendedor,ahor ten un corre electron que dec que mi ped se cancel porqu no pag
0,com cancel mi cuent,com cancel mi ped
0,per quier respond a los diez mejor articul por favor diganm necesit los diez articul que se vend en 2017 ir al infiern,quier compr 4 articul en una transaccion
0,com verific el reembols,dond pued verific mi reembols ha sid transferent
0,hol no he recib mi ped,no he recib un corre electron que conf mi ped
0,com ningun numer de telefon he estad en este servici durant mas de una hor,com cambi mi numer de telefon
1,estoy intent envi una devolu y el boton de envi no funcion,el boton de envi en el formulari de disput no funcion
